drug1,drug2,SE
2554,5203,821
2284,3640,821
4171,60835,821
2554,5656,821
2249,34312,821
3672,4449,821
2609,3446,821
3339,3440,821
2666,62924,821
444013,3085017,821
2764,3348,821
2160,5523,821
2678,27661,822
2662,4932,822
4679,71273,822
3350,3825,822
2771,4506,822
1302,151165,822
3003,131536,822
2622,4536,822
3883,4064,822
444,815,822
2269,2585,822
4927,216239,822
4236,5267,822
3957,27686,822
4595,213039,822
5291,667490,822
3222,4054,822
4075,4112,822
1690,148211,822
2806,3468412,822
3016,24011,823
4158,3468412,823
2160,2800,823
4946,197712,823
3345,27686,823
3746,4873,823
3672,4917,823
54808,71329,823
2576,3657,823
2771,3403,823
2160,2803,823
2083,2250,823
4112,4679,823
3957,4485,823
3308,3883,823
2658,3883,823
3255,3749,823
5039,5487,823
3348,125889,823
4499,65999,823
2088,10631,824
3222,4893,824
2083,3203,824
2764,4616,824
3461,4745,824
4583,4999,824
3310,3929,824
5514,14888,824
3749,5311082,824
3348,4829,824
3325,3911,824
4829,5039,824
3639,38904,824
3639,4674,824
4900,60831,824
444,3403,824
3958,5376,824
2662,5391,824
2088,2764,824
3902,5732,824
3446,71273,825
54454,71616,825
2666,41774,825
3672,34312,825
4171,4583,825
3767,71273,825
2609,667490,825
2771,3510,825
2662,4614,825
2171,2585,825
1983,60877,825
450,2662,825
2265,4927,825
1690,3003,825
2083,5029,825
3652,4253,825
2244,4542,825
2666,125889,825
3345,5311048,825
3143,4666,825
2550,5538,826
3676,150310,826
143,4812,826
2895,3003,826
8953,65999,826
60953,5381226,826
4909,93860,826
2646,5878,826
4894,51263,826
2550,3255,826
4900,27661,826
4449,5039,826
4740,77999,826
4485,5040,826
4107,5039,826
2462,5090,826
4253,4419,826
3658,4585,826
3278,4171,826
596,3108,826
3746,5282044,827
2662,124087,827
5496,3085017,827
2250,2726,827
2160,3310,827
2678,5215,827
2160,5234,827
2022,3339,827
4634,5426,827
4634,123606,827
2978,5481350,827
4107,41781,827
2662,5391,827
4595,5064,827
1302,125889,827
1978,3403,827
3957,5090,827
2244,4107,827
4635,5647,827
5391,77999,827
2585,3696,828
2249,216239,828
4679,41693,828
4819,110634,828
3883,5593,828
2622,5358,828
3379,5719,828
4547,57537,828
3419,5647,828
4107,82146,828
2666,3961,828
4510,5656,828
3339,4599,828
3883,83786,828
5376,68740,828
2083,2585,828
5090,60865,828
4585,4927,828
2764,68740,828
3446,3780,828
444,5362420,829
159,160051,829
3958,160051,829
1065,32797,829
3749,60953,829
4594,71329,829
2576,3308,829
3440,4993,829
4635,5454,829
2083,6691,829
5090,5210,829
2160,3878,829
3367,3414,829
2118,3957,829
3339,60953,829
2171,4585,829
2806,3308,829
4900,5401,829
3308,4171,829
3062,5402,829
4946,4475485,830
3385,657298,830
2524,41781,830
5029,5525,830
1302,2551,830
3961,5578,830
3954,4195,830
2244,5035,830
3958,4740,830
4679,60612,830
772,4539,830
2088,3883,830
3957,5039,830
143,60953,830
4485,5035,830
3461,4674,830
5376,5672,830
5090,5203,830
2666,5719,830
93860,5311048,830
3746,5376,831
2088,5466,831
5203,5556,831
2666,13342,831
3365,4675,831
4666,39765,831
1983,3003,831
5487,444013,831
3510,4428,831
143,5379,831
3345,4583,831
3062,4740,831
3385,3648,831
2244,4917,831
1117,19090,831
2895,3440,831
2520,5245,831
4510,5311297,831
2666,5650,831
3883,4927,831
4927,130881,832
159,4054,832
2520,4064,832
2244,2656,832
5212,9433,832
4679,5514,832
1972,4463,832
2130,667490,832
2666,5391,832
3440,4828,832
3003,68740,832
271,3478,832
2720,5267,832
4253,216326,832
3648,3826,832
1117,71616,832
3339,4543,832
3467,5732,832
4585,216326,832
4594,5152,832
5656,77992,833
5073,5076,833
2153,3114,833
2802,3154,833
3016,60854,833
1302,2576,833
4205,77999,833
2662,3062316,833
3386,60147,833
2806,5195,833
2083,2895,833
2083,4946,833
2554,4594,833
4679,4946,833
3158,5732,833
3348,6447131,833
5073,115237,833
4594,4946,833
2803,4205,833
2249,5514,833
3405,4473,834
2471,3696,834
3345,60831,834
2771,5472,834
10631,74989,834
3446,5002,834
2771,54841,834
2173,5195,834
2678,2812,834
2308,60831,834
4911,60147,834
3763,4192,834
3440,4917,834
853,60843,834
2662,6691,834
2269,3468412,834
450,4259,834
271,2269,834
3255,5651,834
2022,2658,834
4594,123620,835
5090,60953,835
4635,48175,835
5572,5584,835
2160,4542,835
3405,64147,835
2512,123620,835
3478,4771,835
4594,667490,835
4168,24011,835
1775,3016,835
5038,5408,835
3121,5073,835
4675,5039,835
2764,3255,835
1302,4171,835
3365,3690,835
2249,3746,835
2311,3672,835
3937,4740,835
3702,4107,836
2477,3640,836
4510,68844,836
5038,36339,836
3345,131536,836
3062,60953,836
4585,5486,836
6691,153941,836
3937,4189,836
853,1971,836
3958,4168,836
3639,87177,836
3639,5401,836
3032,4253,836
4171,5039,836
3339,3672,836
4107,5391,836
4509,5077,836
450,4920,836
2471,3937,836
4594,71616,837
2764,56339,837
4594,5267,837
3672,5152,837
2153,3355,837
5376,87177,837
2250,2522,837
2576,4200,837
4091,5486,837
3780,4428,837
5002,5038,837
937,2471,837
3672,124087,837
2153,3639,837
450,2244,837
3937,3961,837
2576,2806,837
2088,3676,837
1302,4509,837
596,4583,837
2713,4946,838
5650,60877,838
2650,5650,838
3003,5381,838
2022,3158,838
453,5078,838
1775,156419,838
2474,2519,838
2022,2726,838
3958,4409,838
3676,4253,838
3121,4691,838
4616,124087,838
2474,5039,838
2244,3763,838
772,2806,838
3449,5090,838
3325,27661,838
3463,4052,838
2662,3639,838
3911,24486,839
3899,4943,839
4253,5496,839
2806,5206,839
3075,5402,839
444,3059,839
3345,65999,839
3016,4740,839
3367,1349907,839
125889,152945,839
3345,4170,839
2088,170361,839
2520,4691,839
3365,5978,839
772,4485,839
3878,5732,839
3672,5329102,839
2656,68740,839
2187,3016,839
4691,5039,839
4691,60198,840
2249,60953,840
3639,5076,840
3161,6398970,840
2662,2812,840
4510,150311,840
2554,5052,840
3937,60696,840
5090,60852,840
2802,3373,840
4091,5212,840
3658,3696,840
3962,5544,840
1983,3958,840
4679,4889,840
2764,87177,840
4168,5039,840
3639,60831,840
4091,4171,840
3463,5212,840
444,5394,841
2554,131536,841
3157,24011,841
1117,5038,841
4771,3085017,841
3345,153941,841
2666,34312,841
3696,5726,841
2477,213039,841
4178,4900,841
3325,3440,841
2803,4485,841
3075,5073,841
444,5353980,841
4542,5647,841
3883,3958,841
2576,2803,841
3161,4200,841
861,3075,841
2895,4594,841
2171,2708,842
3929,4473,842
3016,657298,842
4168,5746,842
4158,10631,842
3032,5077,842
2249,4475485,842
2771,60198,842
4409,5651,842
170361,4183806,842
3958,60696,842
3333,4917,842
3403,54454,842
772,6691,842
4594,4991,842
2617,3661,842
3365,77999,842
4583,5978,842
3075,3386,842
3350,3958,842
3937,5064,843
2118,2524,843
2462,5472,843
853,4011,843
4594,124087,843
3016,42113,843
5253,68844,843
4873,176870,843
2806,5078,843
2311,5544,843
4044,119607,843
3075,5212,843
2585,3365,843
2662,5544,843
3365,3468412,843
3203,104865,843
4044,60164,843
4594,5203,843
2656,4691,843
2907,3385,843
3961,60147,844
3962,5155,844
2477,3559,844
3446,5039,844
2554,176870,844
2462,3278,844
5472,5353980,844
450,2951,844
3003,60164,844
2462,3741,844
5487,62924,844
2249,3148,844
5212,5412,844
4158,4510,844
3446,4547,844
3937,28112,844
3108,3957,844
2646,3463,844
3393,62924,844
4594,5358,844
2895,64147,845
581,5672,845
2771,3672,845
4616,5731,845
3911,5311082,845
3157,5358,845
4171,110635,845
3121,4425,845
4178,4873,845
2756,4889,845
2764,3003,845
3883,4740,845
3043,60787,845
2520,2803,845
3148,4212,845
3339,160051,845
3957,5487,845
2083,3222,845
3365,4091,845
3749,38904,845
3639,3767,846
3559,3690,846
5038,48175,846
937,34312,846
3958,4189,846
4594,60852,846
4691,41774,846
3883,3929,846
2771,4052,846
2666,131536,846
1983,5064,846
3157,4599,846
3062,4819,846
4054,4819,846
3152,4691,846
5651,60147,846
3639,5391,846
1302,2764,846
271,2771,846
3016,5073,846
2088,2725,847
2244,60787,847
2083,41317,847
2477,3957,847
596,5721,847
3672,4253,847
3345,4473,847
3463,51263,847
2187,3516,847
3488,4894,847
2662,125889,847
2267,4594,847
3957,4253,847
3440,3826,847
450,3386,847
2173,4168,847
5391,125889,847
2891,4873,847
2550,3446,847
861,3446,847
453,3279,848
3488,5195,848
3652,5493444,848
772,4034,848
2520,125889,848
2658,3161,848
3957,5496,848
2375,3937,848
3961,5035,848
3143,5412,848
3446,41781,848
3003,3746,848
450,6691,848
2284,4159,848
32797,3468412,848
4168,5038,848
4485,5372,848
4168,5481350,848
2088,68740,848
3958,4889,848
1302,48175,849
3032,4485,849
3075,4539,849
3003,5245,849
4253,54454,849
5090,65027,849
2476,3883,849
2585,2800,849
772,2519,849
3386,4727,849
2909,5481350,849
3958,5039,849
5073,5076,849
3883,4889,849
3003,72467,849
772,3365,849
4946,5076,849
772,5651,849
4614,5311297,849
2909,4946,849
2666,5372,850
2160,3826,850
4917,147912,850
3121,82146,850
5426,9571074,850
2656,3454,850
1972,54841,850
4205,170361,850
4171,5095,850
3440,5070,850
4635,5379,850
3032,3883,850
2617,3032,850
5245,5329102,850
2171,28112,850
3461,4666,850
1983,3161,850
2435,3467,850
3890,4259,850
2554,71616,850
4510,148192,851
3510,34312,851
3016,5493381,851
3510,3958,851
5073,32797,851
2732,197712,851
4170,54688,851
3075,3414,851
4595,5478,851
2955,5152,851
1065,87177,851
4927,150311,851
2806,3937,851
2576,5732,851
1065,3325,851
4927,5073,851
3121,4889,851
3478,4674,851
2806,5005,851
3386,4091,851
3339,12620,852
2895,12536,852
2646,5078,852
3510,6398970,852
2083,5412,852
4440,216239,852
2585,39860,852
5656,122316,852
4594,163742,852
3899,4411,852
3440,3468412,852
2818,60854,852
6691,93860,852
4900,5203,852
3937,3954,852
3958,5656,852
4635,62924,852
1983,4943,852
3016,3161,852
62924,4183806,852
4594,5402,853
3310,5523,853
2907,4659569,853
271,3324,853
3405,5253,853
3255,3397,853
8953,213039,853
5514,59708,853
598,3410,853
2118,4479097,853
3877,83786,853
3121,4168,853
2019,2550,853
3016,3348,853
2088,3954,853
3310,4674,853
2173,5538,853
2524,4674,853
3958,71158,853
2088,123620,853
5090,5771,854
3308,5379,854
3962,4812,854
4485,4609,854
3348,5184,854
3961,4666,854
4946,150310,854
444,3382,854
3016,3767,854
2764,4829,854
4168,5090,854
2083,5732,854
5650,5656,854
444,3446,854
1065,2088,854
2550,4594,854
1065,4112,854
2662,5203,854
450,3042,854
853,4819,854
853,3062,855
2891,38904,855
2803,4740,855
3348,3488,855
3463,3642,855
3937,60865,855
3937,65999,855
3957,9433,855
4594,152945,855
2477,3823,855
2806,4205,855
2162,5005,855
772,54454,855
3661,4946,855
2806,3440,855
2656,3016,855
2284,2474,855
3255,4943,855
3672,6691,855
3958,5523,855
130881,9571074,856
3639,5487,856
3075,3114,856
3016,4034,856
2118,444033,856
444,42113,856
5203,71273,856
2576,5538,856
3032,5732,856
3883,5282226,856
2800,3405,856
3016,4585,856
5253,5650,856
5029,170361,856
4691,5352,856
5267,5732,856
2806,3222,856
2187,3883,856
5650,4475485,856
2678,4107,856
2022,3741,857
2162,41774,857
62924,124087,857
3075,110634,857
2311,2662,857
2311,3385,857
3121,444013,857
2311,3446,857
2520,4053,857
2803,154059,857
4594,5038,857
2895,4095,857
853,60852,857
4679,5353980,857
3639,5095,857
2801,3386,857
3339,5650,857
2244,2732,857
5090,150311,857
4691,5732,857
4510,71273,858
2160,3559,858
2802,4727,858
772,3203,858
5039,150311,858
3937,6918453,858
4253,5095,858
4634,93860,858
3961,5735,858
2265,60164,858
2895,3658,858
3954,4634,858
54688,62924,858
2405,3476,858
3961,3962,858
2088,60852,858
3658,5512,858
2812,4107,858
5487,5732,858
3075,5090,858
3672,39860,859
1983,2609,859
5379,41774,859
1065,4812,859
3878,147912,859
3658,5311082,859
5544,16231,859
853,5358,859
3325,77992,859
1065,5253,859
4171,119607,859
3339,60795,859
4509,5523,859
3446,3825,859
3957,83786,859
3325,60795,859
4543,4594,859
3883,5391,859
1065,4585,859
2118,2160,859
3405,115237,860
2160,4159,860
4583,14888,860
4253,130881,860
4885,36811,860
2803,5078,860
2269,54808,860
1983,5195,860
4679,216239,860
3419,5726,860
2118,3339,860
2250,2550,860
4107,4635,860
3883,62924,860
2541,3062,860
4091,5650,860
596,5311048,860
2520,5282226,860
2118,3446,860
2088,3403,860
5005,42113,861
4927,5311048,861
1983,3414,861
3767,65999,861
3883,54454,861
2662,5311027,861
2474,5731,861
3121,60612,861
3404,5281104,861
10631,153941,861
4171,5656,861
3003,3958,861
2909,4171,861
3899,4634,861
772,2088,861
2678,9052,861
1983,4900,861
3883,4205,861
2662,3405,861
3746,4900,861
3157,5052,862
444,4158,862
2269,4659569,862
2244,8953,862
2250,2732,862
3348,5402,862
3449,5454,862
2658,5486,862
2250,3386,862
3348,5726,862
3261,3386,862
5514,4475485,862
2160,3476,862
444,5650,862
5203,119607,862
4168,4946,862
2802,4745,862
3672,3962,862
2895,4475485,862
3325,4236,862
3003,4819,863
2244,4659569,863
2160,5376,863
2477,65999,863
3957,4893,863
2678,5311048,863
3961,5090,863
2662,42113,863
3877,5771,863
3478,3736,863
3467,6691,863
3148,3961,863
3672,4634,863
3003,3883,863
3325,4873,863
4168,5029,863
2022,3043,863
3937,3958,863
2656,2666,863
2658,2909,863
4168,5538,864
861,3379,864
3249,71273,864
772,147912,864
2520,2955,864
3937,3957,864
3367,3825,864
4943,5493381,864
4170,91270,864
2806,42113,864
2520,4889,864
3883,4634,864
3639,5391,864
5206,5650,864
853,4666,864
2678,5391,864
4510,60147,864
4679,62924,864
2550,3062,864
2520,5401,864
2118,54688,865
2541,3249,865
4112,72938,865
2803,60787,865
4889,36811,865
2786,3158,865
4171,657298,865
4195,51263,865
3440,3899,865
444,4095,865
2771,87177,865
3958,5487301,865
3639,4635,865
2662,5717,865
1983,2265,865
2160,3478,865
1302,4691,865
3419,5073,865
2244,4195,865
3937,5073,865
2576,19090,866
5090,6398970,866
3958,5672,866
1302,3381,866
159,4506,866
2160,4834,866
3405,148211,866
5732,150311,866
5038,60953,866
4171,4993,866
2764,5311039,866
853,4819,866
3003,5311048,866
2749,3440,866
853,4927,866
4583,54454,866
2955,5372,866
3878,4595,866
3365,27661,866
4873,5029,866
1302,3008,867
2088,3086258,867
3310,4428,867
2311,4011,867
2771,5578,867
4583,60953,867
2118,2955,867
5212,5584,867
2249,5297,867
2462,4107,867
4666,4917,867
2771,5267,867
2520,4603,867
3405,65999,867
3003,3325,867
5732,93860,867
3365,4510,867
3750,3961,867
2088,2311,867
4635,5064,867
5647,4659569,868
2907,14888,868
2022,4195,868
2907,5721,868
3672,4509,868
143,4539,868
2083,3325,868
596,4845,868
4253,4917,868
2269,3675,868
5039,5426,868
3062,4635,868
3003,3672,868
2171,119607,868
2083,3883,868
3157,4829,868
4112,5732,868
937,1983,868
2088,5090,868
3403,60147,868
1983,4536,869
34312,54786,869
4091,42113,869
2162,5482,869
3639,4158,869
3962,125017,869
1983,57537,869
4594,57469,869
853,3381,869
4449,160051,869
2676,4679,869
3640,5372,869
2083,3446,869
2083,3640,869
5408,54454,869
2806,5478,869
2156,3825,869
3016,3652,869
5645,5647,869
2895,3883,869
2771,3724,870
4112,4173,870
5090,5746,870
3016,176870,870
4585,153941,870
4873,5311297,870
5005,176168,870
3158,5155,870
3658,5426,870
4171,5572,870
2678,3075,870
2083,2153,870
4594,4885,870
3746,54454,870
3365,3440,870
3958,5372,870
60835,125889,870
2806,5472,870
1983,4679,870
3961,4927,870
444,3749,871
1983,2622,871
3937,1349907,871
444,3741,871
4168,5466,871
3899,4595,871
4635,4730,871
5090,71273,871
3961,5530,871
2520,5717,871
3325,3899,871
1983,3657,871
2576,4173,871
2771,3440,871
3883,5512,871
2520,54688,871
3648,4168,871
4691,68740,871
2250,5472,871
5090,5523,871
4873,125889,872
4510,5719,872
2802,3373,872
3652,5329102,872
838,2170,872
3157,4943,872
4112,5029,872
2662,3203,872
68844,71273,872
3672,13342,872
3003,3957,872
2541,5311181,872
2477,150311,872
2678,6691,872
2803,5203,872
4205,119607,872
2756,3957,872
3672,4679,872
2617,4943,872
3883,74989,872
2662,60835,873
3075,3203,873
4171,87177,873
4674,40976,873
3746,4607,873
60831,5493444,873
4819,8953,873
2160,176870,873
2662,87177,873
3325,6447131,873
3016,54454,873
4583,123620,873
4259,5212,873
4946,5002,873
3516,27661,873
4885,5732,873
4449,4635,873
4819,28112,873
2160,3652,873
3883,4168,873
4583,5525,874
2187,3661,874
2550,14888,874
2265,123606,874
5391,64147,874
3345,4739,874
4449,657298,874
5090,51263,874
2802,4614,874
2907,4771,874
3325,5523,874
4595,151165,874
2995,54454,874
2656,5039,874
4894,60184,874
3639,28112,874
4594,110634,874
5039,3468412,874
4449,5203,874
3961,5544,874
3405,5572,875
3161,60843,875
3639,4771,875
4594,5672,875
54374,60835,875
4192,60852,875
4192,4727,875
4873,150610,875
596,3734,875
4679,47725,875
2656,3883,875
596,83786,875
3345,3958,875
3161,5002,875
2802,5038,875
2617,3639,875
581,3365,875
2955,3877,875
6691,27661,875
853,4946,875
4091,3086258,876
2771,5647,876
2554,3911,876
3658,4205,876
2666,3957,876
2022,41774,876
3016,4075,876
4168,51634,876
3937,4679,876
450,62924,876
4900,5656,876
4601,5064,876
4205,4585,876
853,3878,876
3325,3658,876
2771,4927,876
2022,4112,876
2646,54841,876
4595,16231,876
2118,5379,876
3957,4173,877
3062,4509,877
150311,3086258,877
4594,122316,877
2524,4475485,877
4539,5584,877
2476,4828,877
3510,47320,877
143,3066,877
2909,5329102,877
853,125889,877
450,2462,877
3325,5039,877
3672,4885,877
4173,5039,877
2585,5212,877
5038,5401,877
3937,5401,877
2895,5245,877
3062,3419,877
5878,54688,878
3672,3780,878
2576,4991,878
2088,5311181,878
4585,4946,878
2088,170361,878
853,3066,878
2520,2631,878
3121,123631,878
2764,41317,878
861,2771,878
3652,5090,878
3386,4595,878
143,5353980,878
5090,60147,878
3016,4594,878
4409,54454,878
2802,28112,878
2576,4168,878
143,5732,878
3075,119607,879
3877,4138,879
4585,5478,879
3488,150310,879
4253,4927,879
2806,5077,879
2786,5651,879
5267,5578,879
3157,47725,879
2806,104865,879
1983,4894,879
2895,3883,879
4091,5039,879
2708,3440,879
4666,19090,879
3676,4425,879
2756,3869,879
2803,3075,879
4873,5073,879
2895,5466,879
5408,5362420,880
3062,4845,880
3961,5311181,880
3075,3657,880
3016,3373,880
3749,9052,880
3639,83786,880
3478,3902,880
3419,4140,880
1302,2370,880
3937,4889,880
1983,4168,880
2662,4171,880
2554,5656,880
2524,2764,880
3143,24486,880
2806,3749,880
3890,5650,880
2656,3121,880
4946,6691,880
3345,51634,881
3152,3468412,881
4205,444013,881
3345,110634,881
2806,4506,881
4585,5533,881
3652,125889,881
3032,3468412,881
2118,56959,881
2895,152945,881
3016,4635,881
3958,5719,881
2244,3827,881
4075,4594,881
4585,5512,881
3016,10631,881
3476,5556,881
3345,4679,881
2802,4594,881
5487,10631,881
4510,4595,882
5556,6447131,882
4542,60871,882
4635,5651,882
3658,3961,882
2678,4158,882
3510,5493381,882
4112,60787,882
2662,5496,882
3639,4993,882
4091,5412,882
2786,10631,882
3957,3958,882
3899,4894,882
4674,60198,882
2554,3440,882
3003,3690,882
3510,4666,882
4927,5090,882
3003,87177,882
3961,68740,883
5466,504578,883
2162,5978,883
3488,150610,883
60835,123606,883
4205,4259,883
3410,4044,883
3661,4943,883
3652,5362070,883
2806,5878,883
4107,54454,883
2658,3467,883
5039,54841,883
3154,6691,883
3121,54454,883
3639,3696,883
3958,60795,883
191,3640,883
3032,3339,883
444,4253,883
450,3339,884
2088,2678,884
3962,4659568,884
4889,60787,884
444,2019,884
3702,5391,884
4052,4159,884
143,5372,884
5203,9571074,884
3937,4192,884
3639,4900,884
2088,4543,884
3516,3957,884
3255,5578,884
2955,5650,884
3032,4927,884
3741,5039,884
4927,54454,884
2083,3961,884
3157,3446,884
3249,3325,885
4171,60815,885
4594,131536,885
2187,4449,885
5090,4479097,885
3348,5095,885
3121,160051,885
298,6918453,885
4609,1349907,885
3878,4170,885
853,5311297,885
4419,4635,885
2662,5203,885
3676,4635,885
4585,5719,885
5152,5391,885
3954,5544,885
4510,27661,885
4583,54454,885
2083,125889,885
3121,6398525,886
4594,41693,886
5267,48175,886
2520,5408,886
2812,4205,886
3365,4691,886
4264,60184,886
3345,4889,886
2250,5771,886
3345,123631,886
3676,124087,886
3062,3348,886
2244,5362420,886
2895,4635,886
1983,4691,886
2160,4058,886
2311,5039,886
1690,4168,886
444,2662,886
4889,124087,886
2284,54547,887
2803,41693,887
3958,54454,887
4674,5358,887
2520,148211,887
4168,5090,887
2541,3148,887
2802,3734,887
4993,6447131,887
60147,60795,887
853,3419,887
2160,3639,887
3003,3658,887
3419,3958,887
3676,4917,887
2022,3559,887
2088,3308,887
4679,5426,887
3075,3883,887
4168,3468412,887
5038,176870,888
5090,154059,888
4409,150311,888
4666,5493381,888
2666,3384,888
2666,5525,888
4635,54547,888
2308,4475485,888
3032,5281104,888
4917,5650,888
3157,4595,888
2269,4917,888
4168,5038,888
2678,3461,888
1983,4052,888
3325,60854,888
